Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Flag,Temp (C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO INTL A,6158731,03-02-2026 20:00,2026,02,03,20:00,,-6.6,,-11.7,,67,,,,29,,18,,24.1,,100.02,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-02-2026 21:00,2026,02,03,21:00,,-7.3,,-12.1,,69,,,,29,,23,,24.1,,100.01,,,,-15,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-02-2026 22:00,2026,02,03,22:00,,-8.1,,-12,,74,,,,31,,20,,24.1,,100.06,,,,-15,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-02-2026 23:00,2026,02,03,23:00,,-9.6,,-13.5,,74,,,,34,,18,,24.1,,100.11,,,,-17,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 00:00,2026,02,04,00:00,,-10.7,,-13.8,,78,,,,32,,16,,24.1,,100.16,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 01:00,2026,02,04,01:00,,-11.1,,-13.9,,80,,,,31,,12,,24.1,,100.2,,,,-17,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 02:00,2026,02,04,02:00,,-12.8,,-16,,77,,,,32,,16,,24.1,,100.24,,,,-20,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 03:00,2026,02,04,03:00,,-13.5,,-16.1,,81,,,,27,,10,,24.1,,100.31,,,,-19,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 04:00,2026,02,04,04:00,,-14.2,,-16.9,,80,,,,30,,10,,24.1,,100.32,,,,-20,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 05:00,2026,02,04,05:00,,-13.8,,-16.1,,83,,,,27,,8,,24.1,,100.37,,,,-19,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 06:00,2026,02,04,06:00,,-14.1,,-16.4,,83,,,,25,,7,,24.1,,100.41,,,,-19,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 07:00,2026,02,04,07:00,,-12.8,,-15.2,,82,,,,29,,6,,24.1,,100.42,,,,-17,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 08:00,2026,02,04,08:00,,-13.8,,-16,,84,,,,28,,5,,24.1,,100.49,,,,-17,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 09:00,2026,02,04,09:00,,-12,,-15.1,,78,,,,33,,8,,24.1,,100.56,,,,-17,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 10:00,2026,02,04,10:00,,-10.7,,-14.4,,74,,,,33,,15,,24.1,,100.58,,,,-18,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 11:00,2026,02,04,11:00,,-9.3,,-13.6,,71,,,,35,,14,,24.1,,100.61,,,,-16,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 12:00,2026,02,04,12:00,,-7.9,,-12.8,,68,,,,31,,12,,24.1,,100.58,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 13:00,2026,02,04,13:00,,-6.4,,-12.5,,62,,,,34,,15,,24.1,,100.51,,,,-12,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 14:00,2026,02,04,14:00,,-5.5,,-12.6,,58,,,,30,,5,,24.1,,100.46,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 15:00,2026,02,04,15:00,,-5.2,,-12.8,,55,,,,6,,3,,24.1,,100.43,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 16:00,2026,02,04,16:00,,-4.8,,-12.3,,56,,,,,,0,,24.1,,100.39,,,,,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 17:00,2026,02,04,17:00,,-5.1,,-10.9,,64,,,,15,,7,,24.1,,100.38,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 18:00,2026,02,04,18:00,,-6.1,,-12.8,,59,,,,35,,9,,24.1,,100.39,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 19:00,2026,02,04,19:00,,-7.3,,-13.2,,63,,,,35,,17,,24.1,,100.44,,,,-14,,Clear
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 20:00,2026,02,04,20:00,,-8.7,,-13.5,,69,,,,36,,8,,24.1,,100.44,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 21:00,2026,02,04,21:00,,-10.3,,-14.5,,71,,,,27,,10,,24.1,,100.41,,,,-16,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 22:00,2026,02,04,22:00,,-9.9,,-13.5,,75,,,,26,,10,,24.1,,100.36,,,,-15,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-02-2026 23:00,2026,02,04,23:00,,-10.9,,-14.1,,78,,,,27,,14,,24.1,,100.27,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 00:00,2026,02,05,00:00,,-11.1,,-13.6,,82,,,,27,,15,,24.1,,100.24,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 01:00,2026,02,05,01:00,,-10.8,,-13.5,,81,,,,30,,12,,24.1,,100.23,,,,-17,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 02:00,2026,02,05,02:00,,-11.7,,-14.9,,77,,,,30,,10,,24.1,,100.21,,,,-17,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 03:00,2026,02,05,03:00,,-12.3,,-15.5,,77,,,,31,,11,,24.1,,100.17,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 04:00,2026,02,05,04:00,,-13.8,,-16.5,,81,,,,26,,7,,24.1,,100.14,,,,-18,,Clear
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 05:00,2026,02,05,05:00,,-12.3,,-15.3,,78,,,,23,,10,,24.1,,100.11,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 06:00,2026,02,05,06:00,,-12.7,,-15.6,,79,,,,26,,8,,24.1,,100.07,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 07:00,2026,02,05,07:00,,-10.8,,-13.7,,79,,,,19,,6,,24.1,,100.02,,,,-14,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 08:00,2026,02,05,08:00,,-9.9,,-13.1,,77,,,,24,,4,,24.1,,100,,,,-12,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 09:00,2026,02,05,09:00,,-8.8,,-11.8,,79,,,,23,,7,,9.7,,99.96,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 10:00,2026,02,05,10:00,,-7.6,,-11.2,,76,,,,25,,5,,24.1,,99.91,,,,-10,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 11:00,2026,02,05,11:00,,-6.5,,-10.3,,74,,,,26,,4,,12.9,,99.88,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 12:00,2026,02,05,12:00,,-5.4,,-10.5,,67,,,,24,,10,,24.1,,99.78,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 13:00,2026,02,05,13:00,,-5.4,,-10.8,,66,,,,19,,8,,24.1,,99.7,,,,-9,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 14:00,2026,02,05,14:00,,-5.1,,-10.3,,67,,,,24,,17,,24.1,,99.59,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 15:00,2026,02,05,15:00,,-5.1,,-10.7,,65,,,,20,,15,,24.1,,99.51,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 16:00,2026,02,05,16:00,,-4.9,,-10.8,,64,,,,22,,12,,24.1,,99.44,,,,-10,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 17:00,2026,02,05,17:00,,-5.4,,-11.7,,61,,,,21,,18,,24.1,,99.36,,,,-12,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 18:00,2026,02,05,18:00,,-6,,-11.9,,64,,,,18,,12,,24.1,,99.3,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 19:00,2026,02,05,19:00,,-6.6,,-11.8,,67,,,,21,,10,,24.1,,99.27,,,,-11,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 20:00,2026,02,05,20:00,,-7.8,,-12.7,,68,,,,21,,13,,24.1,,99.23,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 21:00,2026,02,05,21:00,,-7.9,,-12.7,,69,,,,19,,16,,24.1,,99.16,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 22:00,2026,02,05,22:00,,-8.6,,-12.8,,72,,,,22,,14,,24.1,,99.14,,,,-15,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-02-2026 23:00,2026,02,05,23:00,,-8.8,,-12.2,,77,,,,20,,10,,9.7,,99.07,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 00:00,2026,02,06,00:00,,-8.9,,-11.9,,79,,,,21,,9,,19.3,,98.95,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 01:00,2026,02,06,01:00,,-8.7,,-11.8,,78,,,,18,,11,,19.3,,98.86,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 02:00,2026,02,06,02:00,,-8.5,,-11.7,,78,,,,19,,11,,19.3,,98.79,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 03:00,2026,02,06,03:00,,-8.4,,-11.4,,79,,,,18,,11,,16.1,,98.68,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 04:00,2026,02,06,04:00,,-8.4,,-10.7,,84,,,,17,,13,,4.8,,98.55,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 05:00,2026,02,06,05:00,,-7.9,,-10,,85,,,,19,,11,,6.4,,98.46,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 06:00,2026,02,06,06:00,,-7.8,,-10.1,,84,,,,18,,12,,4,,98.38,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 07:00,2026,02,06,07:00,,-7.8,,-9.7,,86,,,,20,,8,,4,,98.33,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 08:00,2026,02,06,08:00,,-7.8,,-9.7,,86,,,,20,,9,,1.2,,98.32,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 09:00,2026,02,06,09:00,,-7.5,,-9.5,,86,,,,19,,10,,1.2,,98.27,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 10:00,2026,02,06,10:00,,-6.7,,-9.2,,82,,,,20,,10,,1.6,,98.22,,,,-11,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 11:00,2026,02,06,11:00,,-6,,-9.2,,78,,,,23,,14,,4.8,,98.17,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 12:00,2026,02,06,12:00,,-5.1,,-8.7,,76,,,,22,,13,,9.7,,98.1,,,,-10,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 13:00,2026,02,06,13:00,,-4,,-7.8,,75,,,,24,,14,,12.9,,98.01,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 14:00,2026,02,06,14:00,,-3.4,,-7.4,,74,,,,25,,12,,12.9,,97.97,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 15:00,2026,02,06,15:00,,-3,,-7.1,,74,,,,26,,18,,3.2,,97.97,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 16:00,2026,02,06,16:00,,-3.3,,-6.4,,79,,,,25,,21,,6.4,,97.96,,,,-10,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 17:00,2026,02,06,17:00,,-2.8,,-5.8,,80,,,,27,,20,,9.7,,97.95,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 18:00,2026,02,06,18:00,,-2.8,,-5.3,,82,,,,24,,20,,12.9,,97.96,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 19:00,2026,02,06,19:00,,-4.5,,-8.5,,74,,,,34,,49,,9.7,,98.16,,,,-14,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 20:00,2026,02,06,20:00,,-6.1,,-10.3,,73,,,,34,,38,,16.1,,98.3,,,,-15,,NA
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 21:00,2026,02,06,21:00,,-8.5,,-13.4,,68,,,,35,,43,,16.1,,98.43,,,,-19,,NA
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 22:00,2026,02,06,22:00,,-10.5,,-16,,64,,,,33,,40,,24.1,,98.59,,,,-21,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,06-02-2026 23:00,2026,02,06,23:00,,-12.1,,-16.5,,70,,,,34,,40,,4,,98.71,,,,-24,,"Snow Showers,Blowing Snow"
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 00:00,2026,02,07,00:00,,-15.4,,-20.7,,65,,,,33,,50,,9.7,,98.94,,,,-29,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 01:00,2026,02,07,01:00,,-17,,-20.6,,74,,,,33,,48,,1.6,,99.1,,,,-31,,"Snow Showers,Blowing Snow"
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 02:00,2026,02,07,02:00,,-18,,-22.5,,68,,,,35,,41,,9.7,,99.29,,,,-32,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 03:00,2026,02,07,03:00,,-18.7,,-23.2,,68,,,,34,,32,,9.7,,99.42,,,,-31,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 04:00,2026,02,07,04:00,,-19,,-23.2,,70,,,,34,,30,,9.7,,99.54,,,,-31,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 05:00,2026,02,07,05:00,,-19.6,,-24.3,,67,,,,34,,38,,9.7,,99.65,,,,-33,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 06:00,2026,02,07,06:00,,-20,,-25.5,,63,,,,34,,26,,24.1,,99.79,,,,-32,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 07:00,2026,02,07,07:00,,-20.3,,-24.9,,67,,,,35,,19,,9.7,,99.92,,,,-31,,Blowing Snow
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 08:00,2026,02,07,08:00,,-19.8,,-24.4,,67,,,,35,,22,,11.3,,100.01,,,,-31,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 09:00,2026,02,07,09:00,,-19.3,,-25.2,,60,,,,33,,27,,24.1,,100.07,,,,-31,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 10:00,2026,02,07,10:00,,-18.6,,-24.9,,58,,,,34,,28,,24.1,,100.13,,,,-30,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 11:00,2026,02,07,11:00,,-17.8,,-24.1,,58,,,,33,,24,,24.1,,100.15,,,,-29,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 12:00,2026,02,07,12:00,,-16.8,,-23.2,,58,,,,33,,21,,24.1,,100.13,,,,-27,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 13:00,2026,02,07,13:00,,-15.5,,-22,,58,,,,33,,24,,24.1,,100.1,,,,-26,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 14:00,2026,02,07,14:00,,-14.9,,-21.2,,59,,,,32,,24,,24.1,,100.06,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 15:00,2026,02,07,15:00,,-13.5,,-20.4,,56,,,,32,,39,,24.1,,100.09,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 16:00,2026,02,07,16:00,,-13.8,,-20.4,,58,,,,33,,32,,24.1,,100.16,,,,-25,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 17:00,2026,02,07,17:00,,-14.7,,-20.4,,62,,,,35,,32,,24.1,,100.24,,,,-26,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 18:00,2026,02,07,18:00,,-15.4,,-20.6,,65,,,,35,,20,,24.1,,100.34,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 19:00,2026,02,07,19:00,,-15.7,,-20.4,,67,,,,33,,17,,24.1,,100.43,,,,-24,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 20:00,2026,02,07,20:00,,-15.8,,-20.6,,67,,,,31,,18,,24.1,,100.49,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 21:00,2026,02,07,21:00,,-15.7,,-21.8,,61,,,,30,,18,,24.1,,100.51,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 22:00,2026,02,07,22:00,,-15.8,,-21.6,,61,,,,35,,17,,24.1,,100.56,,,,-24,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,07-02-2026 23:00,2026,02,07,23:00,,-16.2,,-20.5,,70,,,,33,,13,,24.1,,100.62,,,,-24,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 00:00,2026,02,08,00:00,,-16.2,,-20.9,,67,,,,35,,13,,24.1,,100.65,,,,-24,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 01:00,2026,02,08,01:00,,-16.9,,-22.8,,61,,,,1,,16,,24.1,,100.65,,,,-26,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 02:00,2026,02,08,02:00,,-17.6,,-24,,58,,,,1,,17,,24.1,,100.68,,,,-27,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 03:00,2026,02,08,03:00,,-18,,-24.4,,58,,,,1,,17,,24.1,,100.72,,,,-27,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 04:00,2026,02,08,04:00,,-18.6,,-24.2,,62,,,,36,,16,,24.1,,100.76,,,,-28,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 05:00,2026,02,08,05:00,,-19.2,,-24.5,,63,,,,34,,22,,24.1,,100.83,,,,-30,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 06:00,2026,02,08,06:00,,-20,,-25.1,,64,,,,33,,22,,24.1,,100.9,,,,-31,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 07:00,2026,02,08,07:00,,-20.3,,-26.1,,61,,,,34,,21,,24.1,,100.98,,,,-31,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 08:00,2026,02,08,08:00,,-20.7,,-26.5,,61,,,,34,,23,,24.1,,101.04,,,,-32,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 09:00,2026,02,08,09:00,,-20.4,,-26.4,,59,,,,36,,23,,24.1,,101.09,,,,-32,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 10:00,2026,02,08,10:00,,-19.3,,-26,,56,,,,34,,21,,24.1,,101.11,,,,-30,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 11:00,2026,02,08,11:00,,-18.4,,-26.3,,51,,,,34,,20,,24.1,,101.13,,,,-28,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 12:00,2026,02,08,12:00,,-17.3,,-25.7,,49,,,,35,,14,,24.1,,101.11,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 13:00,2026,02,08,13:00,,-16.1,,-24.9,,47,,,,34,,16,,24.1,,101.05,,,,-25,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 14:00,2026,02,08,14:00,,-15.1,,-24.3,,46,,,,32,,14,,24.1,,101,,,,-23,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 15:00,2026,02,08,15:00,,-14,,-24.3,,42,,,,30,,10,,24.1,,100.97,,,,-20,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 16:00,2026,02,08,16:00,,-13.4,,-23.6,,43,,,,28,,11,,24.1,,100.98,,,,-20,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 17:00,2026,02,08,17:00,,-12.7,,-24,,39,,,,29,,8,,24.1,,100.99,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 18:00,2026,02,08,18:00,,-14.7,,-23.9,,46,,,,2,,10,,24.1,,101.02,,,,-21,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 19:00,2026,02,08,19:00,,-14.8,,-23.4,,49,,,,2,,14,,24.1,,101.05,,,,-22,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 20:00,2026,02,08,20:00,,-15.4,,-23.8,,49,,,,35,,16,,24.1,,101.08,,,,-24,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 21:00,2026,02,08,21:00,,-16.3,,-22.9,,57,,,,34,,15,,24.1,,101.07,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 22:00,2026,02,08,22:00,,-17.1,,-22.7,,62,,,,36,,12,,24.1,,101.07,,,,-25,,Clear
-79.63,43.68,TORONTO INTL A,6158731,08-02-2026 23:00,2026,02,08,23:00,,-18.1,,-22.7,,68,,,,33,,10,,24.1,,101.04,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 00:00,2026,02,09,00:00,,-17.6,,-21.7,,71,,,,34,,13,,24.1,,101.02,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 01:00,2026,02,09,01:00,,-18.3,,-22.3,,71,,,,32,,14,,24.1,,100.99,,,,-27,,Clear
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 02:00,2026,02,09,02:00,,-18.8,,-22.4,,73,,,,29,,8,,24.1,,100.98,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 03:00,2026,02,09,03:00,,-18.1,,-21.6,,74,,,,31,,11,,24.1,,100.93,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 04:00,2026,02,09,04:00,,-18.5,,-22,,74,,,,1,,7,,24.1,,100.84,,,,-24,,Clear
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 05:00,2026,02,09,05:00,,-20.4,,-24.4,,71,,,,30,,6,,24.1,,100.82,,,,-25,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 06:00,2026,02,09,06:00,,-19.1,,-22.5,,74,,,,30,,11,,24.1,,100.84,,,,-27,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 07:00,2026,02,09,07:00,,-18.2,,-22.8,,67,,,,35,,3,,24.1,,100.77,,,,-21,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 08:00,2026,02,09,08:00,,-18.2,,-22.6,,69,,,,3,,5,,24.1,,100.82,,,,-22,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 09:00,2026,02,09,09:00,,-15.7,,-20.3,,68,,,,28,,6,,16.1,,100.85,,,,-20,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 10:00,2026,02,09,10:00,,-13.5,,-20.1,,58,,,,31,,5,,19.3,,100.75,,,,-17,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 11:00,2026,02,09,11:00,,-11.9,,-20.8,,48,,,,22,,10,,24.1,,100.69,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 12:00,2026,02,09,12:00,,-10.4,,-19.8,,47,,,,16,,10,,24.1,,100.58,,,,-16,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 13:00,2026,02,09,13:00,,-9.2,,-18.2,,48,,,,18,,11,,24.1,,100.45,,,,-15,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 14:00,2026,02,09,14:00,,-8.5,,-15.8,,56,,,,17,,9,,24.1,,100.3,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 15:00,2026,02,09,15:00,,-8.4,,-16.8,,51,,,,12,,11,,24.1,,100.24,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 16:00,2026,02,09,16:00,,-8.3,,-16.4,,53,,,,12,,10,,24.1,,100.2,,,,-13,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 17:00,2026,02,09,17:00,,-8.2,,-15.1,,58,,,,14,,8,,24.1,,100.2,,,,-12,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 18:00,2026,02,09,18:00,,-8.3,,-14.8,,60,,,,15,,5,,24.1,,100.2,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 19:00,2026,02,09,19:00,,-8.3,,-14.6,,61,,,,16,,6,,24.1,,100.13,,,,-12,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 20:00,2026,02,09,20:00,,-7.7,,-14.1,,60,,,,11,,4,,24.1,,100.07,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 21:00,2026,02,09,21:00,,-7.3,,-13.5,,61,,,,12,,5,,19.3,,99.97,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 22:00,2026,02,09,22:00,,-7.1,,-13.3,,62,,,,,,0,,24.1,,99.87,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,09-02-2026 23:00,2026,02,09,23:00,,-6.8,,-12.4,,65,,,,26,,3,,19.3,,99.83,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 00:00,2026,02,10,00:00,,-6.9,,-12.7,,64,,,,,,0,,19.3,,99.79,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 01:00,2026,02,10,01:00,,-6.1,,-12,,63,,,,,,0,,19.3,,99.73,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 02:00,2026,02,10,02:00,,-6,,-10.8,,69,,,,26,,3,,19.3,,99.75,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 03:00,2026,02,10,03:00,,-5.8,,-10.4,,70,,,,7,,4,,12.9,,99.65,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 04:00,2026,02,10,04:00,,-5.7,,-8,,84,,,,15,,4,,2.4,,99.6,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,10-02-2026 05:00,2026,02,10,05:00,,-5.8,,-7.2,,90,,,,,,0,,4,,99.62,,,,,,Snow
