Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Flag,Temp (C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 00:00,2026,1,1,00:00,,-10.1,,-16.6,,59,,,,32,,27,,24.1,,98.17,,,,-19,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 01:00,2026,1,1,01:00,,-10.7,,-16.9,,61,,,,32,,28,,24.1,,98.26,,,,-20,,Clear
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 02:00,2026,1,1,02:00,,-10.8,,-18.6,,53,,,,33,,17,,24.1,,98.39,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 03:00,2026,1,1,03:00,,-10.8,,-19.8,,48,,,,30,,31,,24.1,,98.49,,,,-21,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 04:00,2026,1,1,04:00,,-12.6,,-18.8,,60,,,,27,,22,,24.1,,98.57,,,,-22,,Clear
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 05:00,2026,1,1,05:00,,-13.6,,-18.8,,66,,,,27,,22,,24.1,,98.63,,,,-23,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 06:00,2026,1,1,06:00,,-13.7,,-18.6,,67,,,,28,,19,,24.1,,98.73,,,,-22,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 07:00,2026,1,1,07:00,,-14,,-18.8,,67,,,,27,,18,,24.1,,98.84,,,,-22,,Clear
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 08:00,2026,1,1,08:00,,-13.6,,-18.6,,66,,,,32,,21,,24.1,,98.84,,,,-23,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 09:00,2026,1,1,09:00,,-12.3,,-20.1,,53,,,,32,,23,,24.1,,98.88,,,,-21,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 10:00,2026,1,1,10:00,,-11.4,,-17.9,,59,,,,24,,16,,24.1,,98.99,,,,-19,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 11:00,2026,1,1,11:00,,-10.9,,-16.9,,61,,,,25,,17,,24.1,,99.04,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 12:00,2026,1,1,12:00,,-9.9,,-15.5,,64,,,,25,,20,,24.1,,98.99,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 13:00,2026,1,1,13:00,,-8.3,,-14.1,,63,,,,26,,13,,24.1,,98.89,,,,-14,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 14:00,2026,1,1,14:00,,-7,,-14.9,,54,,,,28,,31,,19.3,,98.82,,,,-16,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 15:00,2026,1,1,15:00,,-7.8,,-11.9,,73,,,,27,,17,,16.1,,98.8,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 16:00,2026,1,1,16:00,,-7.9,,-13.4,,65,,,,26,,39,,16.1,,98.83,,,,-18,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 17:00,2026,1,1,17:00,,-8.6,,-13.2,,69,,,,25,,26,,24.1,,98.84,,,,-17,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 18:00,2026,1,1,18:00,,-8.9,,-13.1,,72,,,,25,,27,,12.9,,98.84,,,,-18,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 19:00,2026,1,1,19:00,,-9.3,,-13.1,,74,,,,25,,30,,11.3,,98.81,,,,-19,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 20:00,2026,1,1,20:00,,-9.5,,-13.7,,72,,,,23,,25,,12.9,,98.76,,,,-18,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 21:00,2026,1,1,21:00,,-9.4,,-13.5,,72,,,,24,,26,,16.1,,98.71,,,,-18,,NA
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 22:00,2026,1,1,22:00,,-9.5,,-13.1,,75,,,,22,,16,,12.9,,98.67,,,,-16,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,01-01-2026 23:00,2026,1,1,23:00,,-9.4,,-12.8,,76,,,,23,,18,,12.9,,98.63,,,,-17,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 00:00,2026,1,2,00:00,,-9.1,,-12.7,,75,,,,24,,22,,16.1,,98.58,,,,-17,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 01:00,2026,1,2,01:00,,-8.7,,-12.2,,76,,,,24,,24,,24.1,,98.54,,,,-17,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 02:00,2026,1,2,02:00,,-8.3,,-11.8,,76,,,,24,,18,,24.1,,98.51,,,,-15,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 03:00,2026,1,2,03:00,,-8.1,,-11.5,,77,,,,25,,26,,24.1,,98.47,,,,-16,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 04:00,2026,1,2,04:00,,-8,,-11.3,,77,,,,24,,26,,24.1,,98.42,,,,-16,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 05:00,2026,1,2,05:00,,-7.9,,-11.4,,76,,,,24,,28,,19.3,,98.38,,,,-17,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 06:00,2026,1,2,06:00,,-7.7,,-11.1,,76,,,,24,,21,,24.1,,98.41,,,,-15,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 07:00,2026,1,2,07:00,,-7.5,,-10.9,,77,,,,25,,25,,19.3,,98.46,,,,-16,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 08:00,2026,1,2,08:00,,-7.5,,-10.9,,77,,,,24,,22,,24.1,,98.47,,,,-15,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 09:00,2026,1,2,09:00,,-7.3,,-10.3,,79,,,,23,,19,,24.1,,98.51,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 10:00,2026,1,2,10:00,,-6.5,,-10.3,,75,,,,24,,27,,24.1,,98.54,,,,-15,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 11:00,2026,1,2,11:00,,-5.7,,-10.3,,70,,,,27,,31,,24.1,,98.59,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 12:00,2026,1,2,12:00,,-5.2,,-12.1,,59,,,,28,,28,,24.1,,98.57,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 13:00,2026,1,2,13:00,,-4.5,,-12.4,,54,,,,29,,32,,24.1,,98.54,,,,-13,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 14:00,2026,1,2,14:00,,-4.6,,-13.3,,51,,,,29,,32,,24.1,,98.57,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 15:00,2026,1,2,15:00,,-5,,-13.4,,52,,,,28,,31,,24.1,,98.63,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 16:00,2026,1,2,16:00,,-5.1,,-14.1,,50,,,,26,,31,,24.1,,98.7,,,,-13,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 17:00,2026,1,2,17:00,,-5.9,,-13.7,,54,,,,26,,29,,24.1,,98.76,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 18:00,2026,1,2,18:00,,-6.1,,-13.2,,57,,,,27,,23,,24.1,,98.81,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 19:00,2026,1,2,19:00,,-6.4,,-11.9,,65,,,,25,,23,,24.1,,98.88,,,,-14,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 20:00,2026,1,2,20:00,,-6.6,,-11.2,,70,,,,25,,28,,24.1,,98.91,,,,-15,,NA
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 21:00,2026,1,2,21:00,,-6.6,,-11,,71,,,,26,,26,,24.1,,98.97,,,,-15,,Snow
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 22:00,2026,1,2,22:00,,-6.8,,-12.2,,65,,,,25,,24,,24.1,,98.99,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,02-01-2026 23:00,2026,1,2,23:00,,-6.8,,-12.5,,64,,,,25,,21,,24.1,,98.99,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 00:00,2026,1,3,00:00,,-6.8,,-12.5,,64,,,,26,,21,,24.1,,99,,,,-14,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 01:00,2026,1,3,01:00,,-6.7,,-12.3,,65,,,,26,,20,,24.1,,99.01,,,,-14,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 02:00,2026,1,3,02:00,,-6.8,,-11.8,,68,,,,26,,19,,16.1,,99.03,,,,-14,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 03:00,2026,1,3,03:00,,-6.7,,-11.4,,69,,,,25,,17,,19.3,,99.06,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 04:00,2026,1,3,04:00,,-6.6,,-11.1,,71,,,,25,,19,,19.3,,99.07,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 05:00,2026,1,3,05:00,,-6.7,,-10.7,,73,,,,24,,15,,19.3,,99.08,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 06:00,2026,1,3,06:00,,-6.5,,-10.5,,73,,,,24,,15,,19.3,,99.08,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 07:00,2026,1,3,07:00,,-6.4,,-10.3,,74,,,,23,,18,,24.1,,99.12,,,,-13,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 08:00,2026,1,3,08:00,,-6.2,,-10.2,,74,,,,22,,18,,24.1,,99.14,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 09:00,2026,1,3,09:00,,-6,,-9.8,,75,,,,24,,22,,19.3,,99.19,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 10:00,2026,1,3,10:00,,-5.9,,-9.7,,75,,,,23,,23,,24.1,,99.25,,,,-13,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 11:00,2026,1,3,11:00,,-5,,-8.7,,76,,,,24,,26,,16.1,,99.3,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 12:00,2026,1,3,12:00,,-4.5,,-8.3,,75,,,,24,,25,,16.1,,99.25,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 13:00,2026,1,3,13:00,,-3.1,,-7.5,,72,,,,26,,29,,24.1,,99.22,,,,-10,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 14:00,2026,1,3,14:00,,-3,,-7.9,,69,,,,26,,23,,24.1,,99.22,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 15:00,2026,1,3,15:00,,-3.8,,-7.9,,74,,,,23,,22,,24.1,,99.25,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 16:00,2026,1,3,16:00,,-4.4,,-8.2,,75,,,,23,,26,,24.1,,99.28,,,,-12,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 17:00,2026,1,3,17:00,,-4.6,,-8,,78,,,,24,,26,,16.1,,99.31,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 18:00,2026,1,3,18:00,,-4.8,,-7.9,,79,,,,23,,23,,16.1,,99.32,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 19:00,2026,1,3,19:00,,-5.1,,-7.4,,84,,,,24,,17,,8.1,,99.3,,,,-11,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 20:00,2026,1,3,20:00,,-5.5,,-7.8,,84,,,,23,,14,,4.8,,99.33,,,,-11,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 21:00,2026,1,3,21:00,,-5.9,,-8.2,,84,,,,23,,23,,4.8,,99.32,,,,-13,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 22:00,2026,1,3,22:00,,-5.9,,-8.2,,84,,,,24,,17,,4.8,,99.33,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,03-01-2026 23:00,2026,1,3,23:00,,-5.8,,-8.1,,84,,,,24,,18,,8.1,,99.34,,,,-12,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 00:00,2026,1,4,00:00,,-5.8,,-8,,85,,,,23,,10,,4.8,,99.33,,,,-10,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 01:00,2026,1,4,01:00,,-5.6,,-7.8,,84,,,,24,,13,,4.8,,99.32,,,,-11,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 02:00,2026,1,4,02:00,,-6.3,,-8.6,,83,,,,23,,11,,24.1,,99.36,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 03:00,2026,1,4,03:00,,-6.7,,-9.2,,83,,,,24,,15,,24.1,,99.41,,,,-13,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 04:00,2026,1,4,04:00,,-5.6,,-8.1,,83,,,,25,,16,,24.1,,99.4,,,,-12,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 05:00,2026,1,4,05:00,,-5.4,,-7.7,,84,,,,25,,15,,24.1,,99.42,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 06:00,2026,1,4,06:00,,-4.8,,-7.1,,83,,,,24,,16,,24.1,,99.48,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 07:00,2026,1,4,07:00,,-4.5,,-6.9,,83,,,,23,,17,,24.1,,99.54,,,,-10,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 08:00,2026,1,4,08:00,,-4,,-6.6,,82,,,,26,,18,,19.3,,99.61,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 09:00,2026,1,4,09:00,,-3.4,,-6.4,,80,,,,25,,18,,24.1,,99.65,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 10:00,2026,1,4,10:00,,-2.5,,-6.1,,77,,,,26,,16,,24.1,,99.7,,,,-8,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 11:00,2026,1,4,11:00,,-1.6,,-6.3,,70,,,,27,,21,,24.1,,99.77,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 12:00,2026,1,4,12:00,,-1.6,,-6.6,,69,,,,28,,25,,24.1,,99.75,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 13:00,2026,1,4,13:00,,-1.8,,-6.8,,69,,,,27,,30,,24.1,,99.72,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 14:00,2026,1,4,14:00,,-1.4,,-7.2,,65,,,,28,,28,,24.1,,99.73,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 15:00,2026,1,4,15:00,,-1.6,,-7.7,,63,,,,30,,27,,24.1,,99.78,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 16:00,2026,1,4,16:00,,-2,,-8.1,,63,,,,30,,30,,24.1,,99.87,,,,-9,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 17:00,2026,1,4,17:00,,-2.6,,-8.6,,64,,,,28,,26,,24.1,,99.91,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 18:00,2026,1,4,18:00,,-2.9,,-7.9,,69,,,,32,,27,,24.1,,99.98,,,,-10,,Snow
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 19:00,2026,1,4,19:00,,-3.5,,-8.7,,67,,,,31,,23,,24.1,,100.01,,,,-10,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 20:00,2026,1,4,20:00,,-4.1,,-8.5,,72,,,,31,,13,,24.1,,100.03,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 21:00,2026,1,4,21:00,,-4,,-8.6,,71,,,,31,,11,,24.1,,100.04,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 22:00,2026,1,4,22:00,,-3.9,,-8.3,,72,,,,29,,11,,24.1,,99.98,,,,-8,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,04-01-2026 23:00,2026,1,4,23:00,,-4.7,,-7.7,,79,,,,6,,7,,19.3,,100.02,,,,-8,,Snow Showers
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 00:00,2026,1,5,00:00,,-4.6,,-8,,77,,,,9,,7,,24.1,,99.95,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 01:00,2026,1,5,01:00,,-4.4,,-8.1,,76,,,,14,,7,,24.1,,99.91,,,,-8,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 02:00,2026,1,5,02:00,,-3.5,,-8.3,,69,,,,21,,14,,24.1,,99.9,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 03:00,2026,1,5,03:00,,-3.7,,-8.3,,70,,,,21,,17,,24.1,,99.9,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 04:00,2026,1,5,04:00,,-3.6,,-8.2,,71,,,,16,,8,,24.1,,99.8,,,,-7,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 05:00,2026,1,5,05:00,,-3.4,,-7.5,,73,,,,16,,8,,24.1,,99.67,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 06:00,2026,1,5,06:00,,-2.8,,-5.3,,83,,,,15,,13,,8.1,,99.52,,,,-7,,Snow
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 07:00,2026,1,5,07:00,,-2.8,,-4.1,,91,,,,16,,16,,2.4,,99.42,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 08:00,2026,1,5,08:00,,-3,,-4,,93,,,,15,,19,,1.6,,99.35,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 09:00,2026,1,5,09:00,,-2.8,,-3.8,,93,,,,15,,14,,8.1,,99.29,,,,-8,,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 10:00,2026,1,5,10:00,,-2.2,,-3.5,,91,,,,15,,13,,8.1,,99.25,,,,-7,,Fog
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 11:00,2026,1,5,11:00,,-1.8,,-3.1,,90,,,,14,,13,,6.4,,99.17,,,,-6,,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 12:00,2026,1,5,12:00,,-1.2,,-2.9,,88,,,,13,,11,,12.9,,99.04,,,,-5,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 13:00,2026,1,5,13:00,,-0.8,,-2.9,,85,,,,14,,14,,16.1,,98.91,,,,-5,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 14:00,2026,1,5,14:00,,-0.3,,-2.7,,84,,,,12,,9,,16.1,,98.88,,,,-3,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 15:00,2026,1,5,15:00,,-0.2,,-2.7,,83,,,,11,,9,,16.1,,98.86,,,,-3,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 16:00,2026,1,5,16:00,,-0.1,,-2.7,,82,,,,7,,3,,16.1,,98.9,,,,-1,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 17:00,2026,1,5,17:00,,0.2,,-2.8,,80,,,,7,,5,,16.1,,98.93,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 18:00,2026,1,5,18:00,,0.2,,-2.8,,80,,,,6,,7,,16.1,,99.02,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 19:00,2026,1,5,19:00,,0.1,,-2.8,,81,,,,,,0,,16.1,,99.09,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 20:00,2026,1,5,20:00,,0.3,,-2.8,,80,,,,,,0,,19.3,,99.12,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 21:00,2026,1,5,21:00,,-0.2,,-2.8,,83,,,,23,,5,,24.1,,99.13,,,,-2,,NA
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 22:00,2026,1,5,22:00,,0.1,,-2.8,,81,,,,24,,5,,24.1,,99.13,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,05-01-2026 23:00,2026,1,5,23:00,,0.2,,-2.6,,81,,,,19,,5,,24.1,,99.11,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 00:00,2026,1,6,00:00,,-0.9,,-2.9,,86,,,,19,,5,,24.1,,99.16,,,,-3,,NA
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 01:00,2026,1,6,01:00,,-1.3,,-2.7,,90,,,,19,,5,,16.1,,99.14,,,,-3,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 02:00,2026,1,6,02:00,,-2.3,,-3.3,,93,,,,22,,3,,6.4,,99.21,,,,-3,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 03:00,2026,1,6,03:00,,-2.7,,-3.3,,95,,,,8,,4,,3.2,,99.18,,,,-4,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 04:00,2026,1,6,04:00,,-2.7,,-3.3,,96,,,,5,,4,,4.8,,99.14,,,,-4,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 05:00,2026,1,6,05:00,,-3.4,,-4,,95,,,,1,,7,,8.1,,99.09,,,,-6,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 06:00,2026,1,6,06:00,,-2.6,,-3.5,,94,,,,2,,8,,6.4,,99.08,,,,-6,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 07:00,2026,1,6,07:00,,-0.9,,-1.7,,94,,,,10,,9,,6.4,,99.01,,,,-4,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 08:00,2026,1,6,08:00,,0,,-0.8,,94,,,,10,,16,,4.8,,98.94,,,,-5,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 09:00,2026,1,6,09:00,,0.4,,-0.8,,92,,,,11,,23,,6.4,,98.88,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 10:00,2026,1,6,10:00,,0.7,,-0.8,,90,,,,11,,20,,6.4,,98.87,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 11:00,2026,1,6,11:00,,1,,-0.8,,87,,,,10,,21,,8.1,,98.73,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 12:00,2026,1,6,12:00,,1.2,,-0.6,,88,,,,10,,11,,8.1,,98.66,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 13:00,2026,1,6,13:00,,0.8,,-0.6,,91,,,,7,,17,,4,,98.49,,,,,,"Moderate Rain Showers,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 14:00,2026,1,6,14:00,,0,,-0.8,,95,,,,8,,26,,3.6,,98.31,,,,-6,,"Freezing Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 15:00,2026,1,6,15:00,,-0.1,,-0.8,,95,,,,9,,20,,4.8,,98.16,,,,-5,,"Freezing Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 16:00,2026,1,6,16:00,,-0.1,,-0.8,,95,,,,10,,13,,4.8,,98.16,,,,-4,,"Freezing Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 17:00,2026,1,6,17:00,,0.2,,-0.5,,95,,,,8,,21,,4.8,,98.1,,,,,,"Rain,Drizzle"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 18:00,2026,1,6,18:00,,0.5,,-0.2,,95,,,,7,,16,,6.4,,98.02,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 19:00,2026,1,6,19:00,,0.6,,-0.2,,95,,,,6,,14,,6.4,,97.98,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 20:00,2026,1,6,20:00,,0.5,,-0.3,,95,,,,5,,14,,6.4,,97.9,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 21:00,2026,1,6,21:00,,0.6,,-0.2,,95,,,,4,,9,,6.4,,97.87,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 22:00,2026,1,6,22:00,,0.7,,-0.1,,94,,,,1,,17,,4.8,,97.85,,,,,,"Rain,Snow"
-79.63,43.68,TORONTO INTL A,6158731,06-01-2026 23:00,2026,1,6,23:00,,0.3,,-0.5,,94,,,,35,,16,,4,,97.86,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 00:00,2026,1,7,00:00,,0.1,,-0.8,,93,,,,34,,19,,6.4,,97.91,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 01:00,2026,1,7,01:00,,0.2,,-0.9,,92,,,,33,,18,,4.8,,97.96,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 02:00,2026,1,7,02:00,,0.1,,-0.9,,93,,,,32,,21,,8.1,,98.05,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 03:00,2026,1,7,03:00,,0,,-1.2,,91,,,,32,,23,,8.1,,98.16,,,,-6,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 04:00,2026,1,7,04:00,,0.2,,-1.1,,91,,,,31,,19,,8.1,,98.23,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 05:00,2026,1,7,05:00,,0.5,,-1.3,,88,,,,31,,18,,19.3,,98.32,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 06:00,2026,1,7,06:00,,0.7,,-1,,88,,,,30,,9,,19.3,,98.4,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 07:00,2026,1,7,07:00,,1,,-0.9,,87,,,,24,,8,,19.3,,98.54,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 08:00,2026,1,7,08:00,,1.7,,-0.2,,88,,,,29,,14,,24.1,,98.64,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,07-01-2026 09:00,2026,1,7,09:00,,1.7,,0,,88,,,,29,,13,,24.1,,98.72,,,,,,NA
